nobs lift graph cw ew path cpp pl
53 1.080284e+00 2.708000e-01 2.055038e+00 1.670000e-04 1.170200e-01 3.204300e-02 7.300000e-05
53 8.111450e-01 2.585660e-01 1.945688e+00 1.630000e-04 9.337400e-02 3.474700e-02 7.700000e-05
53 1.186214e+00 2.524300e-01 1.989014e+00 1.650000e-04 1.302550e-01 3.051400e-02 9.300000e-05
53 8.810780e-01 2.604020e-01 1.906407e+00 1.660000e-04 2.734100e-01 3.315400e-02 7.600000e-05
53 8.919310e-01 2.505700e-01 1.944392e+00 1.610000e-04 2.778140e-01 3.309500e-02 8.000000e-05
53 7.609070e-01 2.506220e-01 1.979867e+00 1.690000e-04 7.777900e-02 3.483500e-02 9.000000e-05
53 7.719730e-01 2.550480e-01 1.964890e+00 1.660000e-04 1.864550e-01 3.308600e-02 7.300000e-05
53 1.345689e+00 2.675080e-01 2.028460e+00 1.850000e-04 1.155510e-01 3.399600e-02 7.800000e-05
53 1.115147e+00 2.470340e-01 1.890890e+00 1.600000e-04 4.444400e-02 3.495900e-02 8.800000e-05
53 1.453532e+00 2.609110e-01 2.000592e+00 1.620000e-04 2.483310e-01 3.185000e-02 9.600000e-05
55 9.989440e-01 2.773710e-01 2.032857e+00 1.640000e-04 7.085500e-02 3.332500e-02 7.600000e-05
55 9.234390e-01 2.601350e-01 2.091953e+00 1.850000e-04 9.521200e-02 3.472200e-02 7.600000e-05
55 9.458880e-01 2.754170e-01 2.063561e+00 1.620000e-04 5.521700e-02 3.490600e-02 7.100000e-05
55 1.064710e+00 2.634110e-01 2.069284e+00 1.660000e-04 1.932610e-01 3.509000e-02 7.600000e-05
55 1.089037e+00 2.745850e-01 2.114395e+00 1.620000e-04 8.822400e-02 3.419500e-02 7.600000e-05
55 1.088005e+00 2.668730e-01 2.006746e+00 2.160000e-04 9.688700e-02 3.386000e-02 7.000000e-05
55 7.461310e-01 2.767130e-01 2.101942e+00 1.720000e-04 3.899040e-01 2.958600e-02 7.800000e-05
55 9.874560e-01 2.533030e-01 2.087591e+00 1.620000e-04 1.701020e-01 3.533200e-02 7.400000e-05
55 1.146400e+00 2.568310e-01 2.103538e+00 1.700000e-04 1.660640e-01 3.706000e-02 8.100000e-05
55 1.241060e+00 2.653850e-01 2.031536e+00 1.680000e-04 1.058250e-01 3.266700e-02 7.200000e-05
57 1.253786e+00 2.627480e-01 2.172277e+00 1.650000e-04 2.316480e-01 3.546400e-02 7.600000e-05
57 1.415705e+00 2.746160e-01 2.250956e+00 1.630000e-04 5.198100e-02 3.440200e-02 7.300000e-05
57 1.018633e+00 2.799920e-01 2.252503e+00 1.640000e-04 1.016930e-01 3.317100e-02 7.500000e-05
57 1.699398e+00 2.706470e-01 2.259171e+00 1.620000e-04 1.537330e-01 3.262000e-02 7.600000e-05
57 1.000613e+00 2.616640e-01 2.166273e+00 1.730000e-04 6.809500e-02 3.642300e-02 7.300000e-05
57 1.296134e+00 2.650180e-01 2.189515e+00 1.910000e-04 1.698230e-01 3.478800e-02 7.400000e-05
57 1.139395e+00 2.669750e-01 2.153785e+00 1.620000e-04 5.899000e-02 3.693200e-02 8.800000e-05
57 1.032276e+00 2.875750e-01 2.331212e+00 1.620000e-04 1.272770e-01 3.440400e-02 8.400000e-05
57 1.259072e+00 2.712570e-01 2.199211e+00 1.650000e-04 1.898550e-01 3.468100e-02 7.800000e-05
57 9.227190e-01 2.674780e-01 2.176334e+00 1.660000e-04 1.429030e-01 3.220300e-02 7.300000e-05
59 1.485602e+00 2.930000e-01 2.333219e+00 1.630000e-04 2.429000e-02 3.169700e-02 7.200000e-05
59 1.479011e+00 2.854560e-01 2.401871e+00 1.770000e-04 1.317000e-01 3.435300e-02 7.500000e-05
59 1.356427e+00 2.877940e-01 2.418452e+00 1.620000e-04 6.539800e-02 3.705000e-02 8.300000e-05
59 1.743026e+00 2.917990e-01 2.384003e+00 1.630000e-04 5.748400e-02 3.653500e-02 8.000000e-05
59 1.021348e+00 2.806720e-01 2.300906e+00 1.710000e-04 3.535330e-01 3.610300e-02 7.700000e-05
59 1.483712e+00 2.866540e-01 2.417374e+00 1.600000e-04 1.545850e-01 3.662200e-02 7.500000e-05
59 1.445737e+00 2.922690e-01 2.413219e+00 1.680000e-04 7.042400e-02 3.608300e-02 7.300000e-05
59 1.334770e+00 2.782750e-01 2.336021e+00 1.610000e-04 4.412300e-02 3.529000e-02 7.800000e-05
59 1.130119e+00 2.856240e-01 2.376706e+00 1.620000e-04 2.181690e-01 3.345100e-02 7.400000e-05
59 1.486545e+00 3.172930e-01 2.416548e+00 1.750000e-04 1.121050e-01 3.937900e-02 8.000000e-05
